Radar,Reflectivity,Longitude,Latitude,Altitude,Ray,Gate
KJGX,11.0,-83.61352549916901,32.81207964155495,480.0,81,107
KJGX,11.5,-83.79978868149948,32.94610560008786,780.0,89,198
KJGX,12.0,-83.81723549405136,32.95654892385867,809.0,89,206
KJGX,11.0,-83.91326415428766,33.013942277789695,979.0,89,250
KJGX,22.0,-83.90973633401285,33.01805967340585,979.0,90,250
KJGX,21.0,-83.91190662355355,33.019379179175075,983.0,90,251
KJGX,20.0,-83.91407697805866,33.0206986473816,987.0,90,252
KJGX,18.0,-83.91624743145229,33.02201809864277,990.0,90,253
KJGX,15.5,-83.91841788197561,33.02333747109457,994.0,90,254
KJGX,12.5,-86.26776922652226,34.406679594344354,9477.0,90,1320
KJGX,12.0,-86.27000602593505,34.407954427867935,9489.0,90,1321
KJGX,12.5,-83.5790949174534,32.81874761222596,454.0,91,98
KJGX,12.5,-83.64137605021172,32.857630924528735,541.0,91,127
KJGX,24.5,-83.90612600141182,33.022195818290946,979.0,91,250
KJGX,23.5,-83.90828237367087,33.023531385,983.0,91,251
KJGX,22.5,-83.91043881127382,33.02486691462416,987.0,91,252
KJGX,21.0,-83.91259534792741,33.026202428031795,990.0,91,253
KJGX,18.0,-83.91475188252541,33.02753786260582,994.0,91,254
KJGX,10.5,-83.6843186160212,32.88822513066344,608.0,92,148
KJGX,15.5,-83.90251191340998,33.02626047832303,979.0,92,250
KJGX,11.5,-83.91322475714293,33.033016866273066,999.0,92,255
KJGX,12.0,-83.58671381145913,32.828912664773064,468.0,93,103
KJGX,11.0,-83.75767866724458,32.95892674135322,748.0,97,189
KJGX,11.0,-83.76181166718823,32.96178809708922,755.0,97,191
KJGX,11.5,-83.64170796138701,32.88951892918969,569.0,100,136
KJGX,10.5,-83.64574355629242,32.89247371791856,576.0,100,138
KJGX,13.0,-83.53543087497206,32.81402290542472,414.0,101,84
KJGX,12.5,-83.64345842970354,32.894654817324785,576.0,101,138
KJGX,11.0,-83.61339076481734,32.875673855078496,532.0,102,124
KJGX,13.5,-83.54507534739783,32.831766241173035,436.0,105,92
KJGX,11.0,-83.60318883321115,32.87829839834853,525.0,105,122
KJGX,10.5,-83.6090034316167,32.88295005220014,535.0,105,125
KJGX,10.5,-83.6109417919662,32.884500563885005,538.0,105,126
KJGX,14.5,-83.53192196096683,32.82379934171568,420.0,106,86
KJGX,17.0,-83.53384143959535,32.82536527533527,423.0,106,87
KJGX,12.5,-83.53576100090552,32.82693119189605,425.0,106,88
KJGX,13.0,-83.5376806299055,32.8284970791601,428.0,106,89
KJGX,14.5,-83.54343989309534,32.83319454067645,436.0,106,92
KJGX,12.0,-83.59337843841253,32.87389431951989,513.0,106,118
KJGX,11.5,-83.53038715935635,32.82511633389751,420.0,107,86
KJGX,13.0,-83.6122867423803,32.8930249437885,547.0,107,129
KJGX,12.5,-83.63325756455778,32.9103880088895,582.0,107,140
KJGX,14.5,-83.57940493373687,32.87606304064019,505.0,110,115
KJGX,11.0,-83.53324252396708,32.83848730217179,434.0,111,91
KJGX,12.0,-83.59020879467714,32.88915433884127,525.0,111,122
KJGX,12.5,-83.59388618190046,32.89242221094945,532.0,111,124
KJGX,15.0,-83.58798410126462,32.89090411931704,525.0,112,122
KJGX,12.5,-83.5916273855324,32.89419887204017,532.0,112,124
KJGX,14.5,-83.58933756204316,32.89596850138416,532.0,113,124
KJGX,12.0,-83.67474211935604,32.97966375717955,691.0,114,173
KJGX,10.5,-83.67504826501958,32.9854540904553,699.0,115,175
KJGX,10.5,-83.57597652095808,32.902779050082835,529.0,118,123
KJGX,10.5,-83.53118021175587,32.86096136331547,454.0,119,98
KJGX,11.0,-83.53287714257065,32.86269978523792,457.0,119,99
KJGX,12.0,-83.57532178335043,32.90615261028024,532.0,119,124
KJGX,14.0,-83.57702043247149,32.90789042222804,535.0,119,125
KJGX,14.0,-83.57871914827433,32.90962821120497,538.0,119,126
KJGX,12.0,-83.58041790421824,32.911365950053195,541.0,119,127
KJGX,15.0,-83.48730954936732,32.8184950233731,384.0,120,73
KJGX,13.0,-83.49066416508163,32.821997688082575,389.0,120,75
KJGX,10.5,-83.57125303178425,32.90603330615988,529.0,120,123
KJGX,17.0,-83.57461415803778,32.90953360531453,535.0,120,125
KJGX,12.5,-83.57965633264007,32.91478387172307,544.0,120,128
KJGX,11.5,-83.52731740656746,32.86357475981118,454.0,121,98
KJGX,12.0,-83.53562126705583,32.87238962740897,468.0,121,103
KJGX,12.5,-83.56146573890328,32.903937124126216,519.0,122,120
KJGX,11.0,-83.56310910132623,32.9057119624729,522.0,122,121
KJGX,10.5,-83.57297065957646,32.91636054098842,541.0,122,127
KJGX,11.0,-83.64371343966381,32.99265131502029,681.0,122,170
KJGX,12.0,-83.54446694067539,32.88939265268619,492.0,123,111
KJGX,11.5,-83.54609120051462,32.891179694509404,495.0,123,112
KJGX,12.0,-83.57533896172755,32.92334271494186,550.0,123,130
KJGX,13.0,-83.5631322707297,32.914181978491555,532.0,124,124
KJGX,11.5,-83.5384129926184,32.89039330607375,489.0,125,110
KJGX,11.5,-83.55904608580633,32.9139300709161,529.0,125,123
KJGX,12.5,-83.65600702207354,33.024323391835175,730.0,125,184
KJGX,13.5,-83.55407970083337,32.91694355023654,529.0,127,123
KJGX,12.0,-83.55562948021382,32.91877688248045,532.0,127,124
KJGX,10.5,-83.55717934802279,32.92061022424903,535.0,127,125
KJGX,10.5,-83.56958050594766,32.93527615505995,559.0,127,133
KJGX,15.0,-85.07629943485558,34.67219926884368,6900.0,127,1086
KJGX,10.5,-85.07791127245989,34.674009998032325,6911.0,127,1087
KJGX,10.5,-83.53320327590323,32.89628948568097,492.0,128,111
KJGX,14.5,-83.53473317459009,32.89813438141108,495.0,128,112
KJGX,14.0,-83.55922010627738,32.927650033765225,544.0,128,128
KJGX,13.5,-83.5598937018072,32.938156004823455,556.0,130,132
KJGX,10.5,-84.83039399597212,34.56158753956228,5997.0,132,994
KJGX,11.0,-83.5809800777922,32.99354195963085,637.0,135,157
KJGX,23.5,-84.06601938915938,33.65462369993357,2223.0,135,502
KJGX,22.5,-84.06743588464873,33.6565368783859,2228.0,135,503
KJGX,21.0,-84.0688523102606,33.65844986124593,2234.0,135,504
KJGX,18.0,-84.0702686659841,33.6603626485163,2241.0,135,505
KJGX,10.5,-83.55531759509145,32.96974488946282,591.0,137,143
KJGX,11.5,-83.63803051855574,33.088043141277225,802.0,137,204
KJGX,14.0,-85.47688791045739,35.865352570626406,13270.0,141,1613
KJGX,19.5,-85.4782477954381,35.867304200154905,13284.0,141,1614
KJGX,11.5,-83.4752569636967,32.87847619635415,440.0,143,93
KJGX,14.0,-83.4777143702664,32.88247079747471,445.0,143,95
KJGX,11.5,-83.53429466965511,32.974331229218116,586.0,143,141
KJGX,14.5,-83.44673538819534,32.84270318729659,387.0,146,74
KJGX,14.5,-83.44729473971188,32.84746218446998,392.0,147,76
KJGX,12.0,-83.51257374607364,32.96329050421732,559.0,147,133
KJGX,13.0,-83.51830798692136,32.97344900385723,576.0,147,138
KJGX,14.0,-83.50732707613712,32.96038711533484,553.0,148,131
KJGX,18.0,-83.49882618793467,32.951289886016,538.0,149,126
KJGX,13.5,-83.50103370763237,32.955386617570255,544.0,149,128
KJGX,16.5,-83.50324146649702,32.959483374316804,550.0,149,130
KJGX,13.0,-83.49810464725034,32.95648493144022,544.0,150,128
KJGX,14.0,-83.50026938089793,32.96059783175113,550.0,150,130
KJGX,12.5,-83.48883157215174,32.9451641923112,525.0,151,122
KJGX,13.0,-83.49201373047921,32.95135709107484,535.0,151,125
KJGX,10.5,-83.49519634302005,32.95754992528989,544.0,151,128
KJGX,10.5,-83.48186946587916,32.93787909317321,513.0,152,118
KJGX,14.0,-83.4860254825519,32.94616734590357,525.0,152,122
KJGX,15.0,-83.4870645861439,32.94823934306596,529.0,152,123
KJGX,11.5,-83.4791545548033,32.938826220425206,513.0,153,118
KJGX,11.0,-83.51581124999817,33.013685033336806,627.0,153,154
KJGX,12.0,-83.42985694165114,32.84643168230282,384.0,155,73
KJGX,11.5,-83.53309025070553,33.06842269344939,712.0,155,179
KJGX,14.0,-83.42998043334151,32.85120907708732,389.0,156,75
KJGX,10.5,-83.47837224099055,32.96562395406296,547.0,157,129
KJGX,14.0,-84.77559401663567,35.972161828075095,12401.0,159,1550
KJGX,20.0,-84.77654357749182,35.97426754485876,12415.0,159,1551
KJGX,12.0,-83.42085228923915,32.87747268719627,417.0,165,85
KJGX,13.0,-83.41728615659595,32.87365518954142,411.0,166,83
KJGX,14.0,-83.41456676559008,32.87195672888101,409.0,167,82
KJGX,12.0,-83.41597845669189,32.87629381420543,414.0,167,84
KJGX,11.5,-83.41668434852863,32.87846233397786,417.0,167,85
KJGX,11.5,-83.40451585529841,32.85325981906408,384.0,169,73
KJGX,12.0,-84.41952345986799,36.074430669715156,12469.0,169,1555
KJGX,16.0,-84.42023430548329,36.07659705878962,12483.0,169,1556
KJGX,10.5,-83.40266970242618,32.85364729882461,384.0,170,73
KJGX,11.5,-83.40073056638695,32.860960898873515,392.0,172,76
KJGX,11.0,-83.4239120127046,32.957964013189695,519.0,173,120
KJGX,10.5,-83.43899849277153,33.03111804018072,624.0,174,153
KJGX,10.5,-83.42458079195166,33.001439918308506,579.0,176,139
KJGX,16.0,-83.39367540612139,32.88505766436637,420.0,178,86
KJGX,15.5,-83.39458434372037,32.88948861077556,425.0,178,88
KJGX,12.0,-83.67851915461532,34.337835662254896,3834.0,179,741
KJGX,12.5,-83.50583726618784,33.76378475214819,2090.0,184,479
KJGX,10.5,-83.50615913795973,33.766015874561546,2096.0,184,480
KJGX,11.0,-83.38109836050785,32.98149688988809,544.0,188,128
KJGX,11.5,-83.36896570532757,32.90786669194068,445.0,190,95
KJGX,12.5,-83.36023769484859,33.036418584182805,621.0,195,152
KJGX,10.5,-83.35783806146605,33.12413701568636,755.0,196,191
KJGX,12.5,-83.3826310724021,34.674405535130205,4973.0,196,881
KJGX,10.5,-83.34078864726494,34.65659714231006,4904.0,198,873
KJGX,11.5,-83.34193047133137,32.919492336537935,460.0,201,100
KJGX,12.5,-83.33778537473488,32.84281187153458,365.0,205,66
KJGX,14.5,-83.33760994975589,32.845055147052044,368.0,205,67
KJGX,15.0,-83.33725907182128,32.849541714879756,373.0,205,69
KJGX,10.5,-83.32814395569852,32.86469258178159,392.0,209,76
KJGX,14.5,-83.3127413439071,32.91069170343494,451.0,213,97
KJGX,12.0,-83.31237935818875,32.91291916362518,454.0,213,98
KJGX,12.5,-83.31201735708127,32.915146605368506,457.0,213,99
KJGX,11.5,-83.28844857890931,33.05992508080208,661.0,213,164
KJGX,11.0,-83.28808538421575,33.06215236636358,664.0,213,165
KJGX,13.5,-83.30950292500354,32.9148491052152,457.0,214,99
KJGX,13.5,-83.30784961318945,32.91009469867943,451.0,215,97
KJGX,11.5,-83.30744114048595,32.91231648510746,454.0,215,98
KJGX,10.5,-83.3062653384,32.905330948146016,445.0,216,95
KJGX,11.5,-83.3049702111723,32.91198697087864,454.0,216,98
KJGX,11.0,-83.29672018981424,32.92676126016047,474.0,218,105
KJGX,11.5,-83.29480771185682,32.935609120729644,486.0,218,109
KJGX,11.0,-83.2770607456921,33.00143694206246,579.0,219,139
KJGX,10.5,-83.27655877630407,33.00364523330357,582.0,219,140
KJGX,17.0,-83.28965512160697,32.90261224748804,445.0,223,95
KJGX,11.5,-83.2873254104207,32.902159466137086,445.0,224,95
KJGX,14.5,-83.32949618834013,32.7301281665638,244.0,234,17
KJGX,11.0,-83.22538634518992,32.994822042752645,586.0,234,141
KJGX,10.5,-83.08644683182492,33.203031559577575,963.0,243,246
KJGX,11.0,-83.24572774720916,32.87627565245344,428.0,245,89
KJGX,12.5,-83.11041670507545,33.08369796657346,766.0,250,194
KJGX,14.0,-82.51363388944954,33.93896147300807,3061.0,255,634
KJGX,14.0,-82.504512757071,33.92694549829095,3040.0,256,631
KJGX,10.5,-83.23263773773425,32.82150504256208,376.0,266,70
KJGX,10.5,-83.223575218664,32.81882224026905,379.0,271,71
KJGX,14.5,-83.22036862548917,32.82242151452075,384.0,271,73
KJGX,10.5,-83.22211097699403,32.817892656459065,379.0,272,71
KJGX,11.5,-83.2188675224261,32.821468507039974,384.0,272,73
KJGX,11.0,-83.15278543521903,32.88651616437753,492.0,274,111
KJGX,12.5,-83.16173633632852,32.86655621144571,466.0,277,102
KJGX,11.5,-83.1583064462475,32.87000821739857,471.0,277,104
KJGX,12.0,-82.94139063575328,33.06630589639382,873.0,280,223
KJGX,11.0,-83.12641406468231,32.87936235990294,505.0,283,115
KJGX,12.0,-83.20147311626171,32.80906144989443,384.0,284,73
KJGX,11.5,-83.09771962087191,32.89365980150666,541.0,286,127
KJGX,11.0,-83.08174856299614,32.89933923101601,559.0,288,133
KJGX,10.5,-83.07984225488849,32.900917668846176,563.0,288,134
KJGX,13.0,-83.0506044839734,32.92082997889813,608.0,289,148
KJGX,11.5,-83.04675719680567,32.92395805156852,614.0,289,150
KJGX,10.5,-83.00643359195482,32.94708842469349,674.0,291,168
KJGX,13.5,-83.00251923696221,32.95015824906195,681.0,291,170
KJGX,11.0,-82.96336118614565,32.98084941576239,751.0,291,190
KJGX,10.5,-82.06730459341847,33.674026322818285,3129.0,291,644
KJGX,10.5,-83.00359943911874,32.94452093944607,674.0,292,168
KJGX,10.5,-82.99965298791862,32.94756158298119,681.0,292,170
KJGX,12.5,-83.17889913761518,32.8023058349656,394.0,295,77
KJGX,11.0,-83.05125953411233,32.88084584165404,569.0,299,136
KJGX,10.5,-83.0387913905256,32.889348829474216,588.0,299,142
KJGX,10.5,-83.03661155750862,32.88707455065712,588.0,300,142
KJGX,10.5,-81.97368148352656,33.58896711680817,3144.0,300,646
KJGX,11.5,-83.03651645075536,32.875976066286746,579.0,303,139
KJGX,11.0,-82.8354851800088,33.00319861900606,912.0,303,233
KJGX,10.5,-81.74150604565115,33.683519332872905,3826.0,303,740
KJGX,22.0,-83.21909815475009,32.758343660979406,331.0,304,53
KJGX,25.5,-83.21695419308628,32.75968658824975,334.0,304,54
KJGX,27.0,-83.21481016675295,32.7610294790124,336.0,304,55
KJGX,28.5,-83.2126660841227,32.762372328018586,339.0,304,56
KJGX,13.0,-82.85371433950702,32.98610113853414,873.0,304,223
KJGX,10.5,-83.08002943392832,32.84224414260246,510.0,305,117
KJGX,12.0,-81.72189431621742,33.64144061294761,3789.0,306,735
KJGX,11.5,-82.94296789275072,32.91701679991273,709.0,307,178
KJGX,10.5,-82.96692458878779,32.89868784973743,667.0,308,166
KJGX,12.5,-81.70208352468758,33.61730658296557,3789.0,308,735
KJGX,12.0,-83.03689067822522,32.84496272800213,553.0,312,131
KJGX,13.0,-82.81145808151561,32.94915986421772,888.0,315,227
KJGX,11.0,-83.10143226365133,32.80014526936591,460.0,316,100
KJGX,11.5,-82.90585920372732,32.88412652460012,723.0,319,182
KJGX,12.5,-82.86175148774375,32.88627433531313,777.0,323,197
KJGX,10.5,-79.94908511912246,33.93093766080963,10141.0,328,1375
KJGX,14.5,-79.94659449883392,33.93180974765981,10154.0,328,1376
KJGX,20.5,-79.70598240083284,33.89153163007286,11108.0,332,1452
KJGX,16.5,-79.70345584232173,33.89232603456735,11121.0,332,1453
KJGX,11.5,-82.929354443467,32.80917136521702,648.0,336,160
KJGX,15.0,-83.03310911600626,32.7659777206621,510.0,340,117
KJGX,11.0,-83.03057498921667,32.76669395999647,513.0,340,118
KJGX,11.0,-82.80234529853465,32.830943945354875,817.0,340,208
KJGX,15.5,-79.48180256812503,33.64732327016153,11693.0,342,1497
KJGX,19.0,-79.47920884177553,33.64792748154581,11706.0,342,1498
KJGX,11.5,-79.18378999321973,33.683677925606666,13200.0,343,1608
KJGX,15.5,-79.18118794063378,33.68425695453269,13214.0,343,1609
KJGX,12.0,-79.81174330139572,33.486225257503534,9958.0,345,1360
KJGX,12.5,-79.80913745726988,33.48677986950566,9970.0,345,1361
KJGX,14.5,-79.34931446702329,33.55271519748531,12185.0,346,1534
KJGX,10.5,-79.34669942444425,33.553240986087786,12199.0,346,1535
KJGX,15.0,-82.8934417438982,32.77251903004272,674.0,349,168
KJGX,14.0,-82.89084765976281,32.77306290888347,678.0,349,169
KJGX,12.0,-82.88825350338338,32.77360674276561,681.0,349,170
KJGX,11.0,-83.1719789442773,32.708244498702,349.0,353,60
KJGX,13.5,-81.28088403948583,33.003892067361114,4129.0,355,779
KJGX,11.5,-82.97760642296382,32.726236249021355,559.0,359,133
KJGX,11.5,-82.97232845450527,32.72694283012748,566.0,359,135
KJGX,13.5,-83.0208413057205,32.71057734247611,507.0,363,116
KJGX,15.0,-80.11055263544372,32.95600148385063,8216.0,364,1210
KJGX,12.5,-80.10788802563151,32.95619696667822,8227.0,364,1211
KJGX,14.0,-82.96810658005157,32.693370781357004,566.0,371,135
KJGX,16.5,-79.35496017414546,32.802834608422984,11588.0,371,1489
KJGX,16.5,-79.3522931720139,32.80287702867007,11601.0,371,1490
KJGX,11.5,-83.10136521891536,32.68552805591716,417.0,372,85
KJGX,12.0,-83.0986969375232,32.68563068898814,420.0,372,86
KJGX,15.5,-83.09336033549852,32.68583578649296,425.0,372,88
KJGX,16.0,-79.34912237777942,32.77387997037099,11614.0,372,1491
KJGX,14.0,-79.34645624104898,32.77390295308021,11628.0,372,1492
KJGX,12.0,-80.71468052440055,32.73521891940438,5855.0,373,979
KJGX,12.0,-82.98093787238159,32.679214146916266,550.0,376,130
KJGX,11.0,-81.02163684319807,32.6627186420593,4827.0,377,864
KJGX,11.0,-81.0189692940886,32.66267912258846,4835.0,377,865
KJGX,14.5,-82.90887797517885,32.67003849466704,637.0,379,157
KJGX,12.5,-83.21633307248166,32.66720398301189,304.0,386,42
KJGX,11.0,-83.02196446140799,32.654695500781195,505.0,386,115
KJGX,10.5,-80.4440666143374,32.438026898971344,6911.0,387,1087
KJGX,17.0,-82.91349637654635,32.641075427123205,634.0,388,156
KJGX,12.0,-82.79972846089167,32.62775344852373,783.0,389,199
KJGX,11.5,-80.89071295599699,32.44267827953713,5316.0,389,920
KJGX,12.5,-82.93551258894962,32.63670452807472,608.0,390,148
KJGX,12.5,-82.88511854157372,32.63187966972583,671.0,390,167
KJGX,13.0,-82.86287908059676,32.61881856946739,702.0,393,176
KJGX,11.0,-82.97333037267347,32.620511989538436,566.0,397,135
KJGX,11.0,-83.11870820354417,32.638337812154596,403.0,399,80
KJGX,11.0,-82.96735162847412,32.61084561286041,576.0,400,138
KJGX,13.0,-82.92366485545897,32.600107078285184,630.0,401,155
KJGX,10.5,-82.97397649147031,32.606193156795726,569.0,402,136
KJGX,10.5,-82.95313084386666,32.60231335666598,594.0,402,144
KJGX,11.5,-82.92968184292019,32.59794450310626,624.0,402,153
KJGX,11.0,-82.9244712011205,32.59697304344887,630.0,402,155
KJGX,12.5,-82.91491004246188,32.59182507316489,644.0,403,159
KJGX,11.0,-82.9936521652949,32.60432848775919,547.0,404,129
KJGX,10.5,-82.92099177680375,32.5896753085167,637.0,404,157
KJGX,11.0,-82.94260921653986,32.59089811885426,611.0,405,149
KJGX,13.5,-82.9374307066664,32.589813067282506,618.0,405,151
KJGX,10.5,-82.84165270939911,32.56970169498182,744.0,405,188
KJGX,11.0,-82.83762192603808,32.564818744248974,751.0,406,190
KJGX,10.5,-82.83245789500057,32.56369120151542,758.0,406,192
KJGX,13.5,-82.93256869525699,32.578870041760965,627.0,408,154
KJGX,12.0,-82.94383602426633,32.57832645940465,614.0,409,150
KJGX,12.0,-82.94127120295687,32.57770810138586,618.0,409,151
KJGX,11.5,-83.11379545386464,32.617281049345074,414.0,410,84
KJGX,10.5,-83.06002723647859,32.60396092015242,474.0,410,105
KJGX,11.0,-83.0011575259625,32.58934616691035,544.0,410,128
KJGX,10.5,-82.96277505515837,32.579800137469505,591.0,410,143
KJGX,11.0,-82.88859345259654,32.56131174026562,688.0,410,172
KJGX,12.0,-83.11953001669195,32.61681954228708,409.0,411,82
KJGX,13.0,-83.11442198477005,32.61551395927741,414.0,411,84
KJGX,12.0,-83.00208504776045,32.586739383471496,544.0,411,128
KJGX,10.5,-82.99698056479849,32.58542908033504,550.0,411,130
KJGX,11.0,-82.95615083217048,32.574939422615785,601.0,411,146
KJGX,13.5,-82.99232217619382,32.57554596128538,559.0,414,133
KJGX,11.0,-82.85825591109894,32.53777996994241,737.0,414,186
KJGX,11.0,-83.0413202006598,32.586786629948215,501.0,415,114
KJGX,10.5,-83.03627230030682,32.58532904520271,507.0,415,116
KJGX,11.5,-82.95805152287146,32.562710883807114,604.0,415,147
KJGX,14.5,-81.5148383631506,32.134616502139494,3691.0,415,722
KJGX,10.5,-82.92786136986571,32.5470142766412,648.0,417,160
KJGX,13.5,-82.99919378588257,32.56589165293295,556.0,418,132
KJGX,11.5,-81.53749383184949,32.096066535975815,3676.0,418,720
KJGX,12.0,-83.12075964289481,32.60011866421351,414.0,420,84
KJGX,11.5,-82.99159935616784,32.55745779236989,569.0,420,136
KJGX,12.0,-82.94443805756487,32.54183764106014,630.0,420,155
KJGX,10.5,-83.03101330718313,32.559453352693986,525.0,424,122
KJGX,12.5,-83.01759141706393,32.5516653796172,544.0,425,128
KJGX,10.5,-83.01515359802183,32.55075362136507,547.0,425,129
KJGX,10.5,-82.93426105983295,32.505527649778436,664.0,429,165
KJGX,10.5,-82.9212530178093,32.49226226651995,688.0,431,172
KJGX,14.0,-83.22387941621017,32.620537736481054,311.0,432,45
KJGX,10.5,-82.9231633611552,32.48913186904498,688.0,432,172
KJGX,15.5,-83.10884192054782,32.56815976241141,442.0,433,94
KJGX,11.5,-83.07008408263017,32.548204719352654,492.0,434,111
KJGX,12.5,-81.07643530265982,31.614369669932838,5772.0,434,970
KJGX,12.0,-81.07413949917111,31.61326522388707,5781.0,434,971
KJGX,11.0,-82.90348074231514,32.46779143794396,726.0,435,183
KJGX,13.0,-82.880179062797,32.456892881811804,762.0,435,193
KJGX,11.0,-81.09892095619462,31.58113734839649,5772.0,436,970
KJGX,12.5,-81.09664864994386,31.579999380592504,5781.0,436,971
KJGX,10.5,-82.95576087393779,32.476795657127305,661.0,439,164
KJGX,14.5,-82.96920450878369,32.47976751718214,644.0,440,159
KJGX,10.5,-82.85561799325092,32.42106734852991,820.0,440,209
KJGX,10.5,-82.98484000009432,32.48408017138859,624.0,441,153
KJGX,10.5,-82.97579554422,32.479321433738235,637.0,441,157
KJGX,14.5,-83.21055077367366,32.59959591684347,334.0,443,54
KJGX,11.5,-83.07099207411265,32.52068556628109,510.0,444,117
KJGX,11.0,-83.02171845307655,32.4898034966219,582.0,445,140
KJGX,13.5,-83.12184795026346,32.54156402572822,448.0,447,96
KJGX,10.5,-82.89247544915105,32.4063971774485,791.0,447,201
KJGX,12.0,-83.02547243558041,32.48127508886216,586.0,448,141
KJGX,13.0,-83.1052259528675,32.526354294362,474.0,449,105
KJGX,12.5,-83.0749890625956,32.5079027191094,516.0,449,119
KJGX,12.0,-82.99298156081554,32.457784387930566,637.0,449,157
KJGX,15.0,-83.07029196026986,32.501892478267195,525.0,450,122
KJGX,12.5,-82.99524070990871,32.45517911904243,637.0,450,157
KJGX,11.0,-82.98263588497173,32.44311853285068,661.0,451,164
KJGX,11.5,-83.23161762577354,32.597857022186304,318.0,453,48
KJGX,10.5,-83.22740159028889,32.59510014020484,323.0,453,50
KJGX,11.0,-82.93713331210697,32.40454534357229,744.0,453,188
KJGX,11.5,-81.05450078914113,31.13261644266122,7023.0,453,1098
KJGX,13.5,-81.05246188864308,31.131204868985723,7033.0,453,1099
KJGX,15.0,-83.19056747259036,32.5691010222932,371.0,454,68
KJGX,11.0,-83.11528417822777,32.51887665281128,471.0,454,104
KJGX,12.5,-83.1111043059802,32.51608513856968,477.0,454,106
KJGX,11.5,-83.10901445905748,32.514689324166085,480.0,454,107
KJGX,11.5,-83.07976364393498,32.495144448884,522.0,454,121
KJGX,11.0,-82.95872020846924,32.41410302278946,712.0,454,179
KJGX,11.0,-82.95801584866595,32.40411383139166,723.0,456,182
KJGX,11.0,-83.03098644510503,32.44266236346855,614.0,459,150
KJGX,11.0,-83.02391484941654,32.429040808090186,634.0,461,156
KJGX,11.0,-83.07764767001443,32.466041636222464,550.0,462,130
